timestamp,bucket_values
2022-04-01T07:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.002, 0.009, 0.015, 0.023, 0.048, 0.096, 0.182, 0.247, 0.219, 0.116, 0.032, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-02T03:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.007, 0.025, 0.054, 0.106, 0.172, 0.201, 0.191, 0.146, 0.066, 0.019, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-02T08:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.01, 0.03, 0.067, 0.115, 0.164, 0.179, 0.176, 0.147, 0.072, 0.024, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-02T10:33:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.01, 0.03, 0.067, 0.115, 0.164, 0.179, 0.176, 0.147, 0.072, 0.024, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-03T10:17:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.005, 0.013, 0.029, 0.055, 0.084, 0.099, 0.144, 0.214, 0.211, 0.109, 0.028, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-04T11:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.001, 0.003, 0.021, 0.042, 0.135, 0.284, 0.291, 0.15, 0.051, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-04T14:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.001, 0.003, 0.021, 0.042, 0.135, 0.284, 0.291, 0.15, 0.051, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-05T09:04:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.016, 0.037, 0.054, 0.112, 0.215, 0.249, 0.189, 0.082, 0.025, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
